psraid,sample,lang,fips,state,cregion,density,usr,pial1,eminuse,intmob,pialql1,ql1a,qc1,smart1,pial2,pial3,pial4,pial5a,pial5b,pial5c,pial5d,pial5e,pial5f,pial6,pial7,pial8a,pial8b,pial8c,pial8d,pial9,pial10,pial11,pial12,SmartPhone,ql1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,iphoneuse,hphoneuse,weight,standwt
100006,1,1,24003,24,3,4,S,1,1,1,1, , ,1,1,1,2,3,4,1,3,1,3, ,2000,2,2,2,2,1,2,1,1,1,1,2,1,1,2,52,6,2,2,9,4,1,2, , ,2,2,2.4375,.795522010374999
100032,1,1,34041,34,1,2,S,2,2,2,2,2, , , , , ,1,1, , , , , , , , , , , , , , ,3,2,1,3,2,2,86,3,2,1,2,1,1,1, , ,1,1,2.96875,.968905012636217
100034,1,1,25027,25,1,3,S,1,1,1,1, , ,1,1,1,1,2,3,1,2,3,2,1,2013,2,1,2,1,1,2,2,1,1,1,2,1,1,2,41,5,1,6,2,1,2,2, ,PUERTO RICAN,2,2,5.125,1.6726360218141
100048,1,1,45045,45,3,3,S,1,1,1,1, , ,1,1,1,1,1,4,1,1,1,4,2,1999,1,2,2,1,2,1,1,1,1,1,2,2,1,2,45,8,2,1,8,4,1,3,1, ,2,2,2.03125,.662935008645832
100063,1,1,21101,21,3,1,S,1,1,1,1, , ,1,1,1,1,2,4,2,1,2,4,1,2000,1,2,2,1,1,1,1,1,1,1,2,1,2,1,50,4,2,1,8,4,1,1, , ,2,2,2.53125,.826119010774037
100068,1,1,29095,29,2,4,S,1,1,1,1, , ,1,1,1,2,3,2,1,1,3,3,1,1990,1,2,2,2,1,1,1,1,1,1,3,2,2,1,56,5,2,1,6,3,1,3,2, ,2,2,3.03125,.989303012902242
100077,1,1,47157,47,3,4,S,2,2,2,2,1, , , , , ,1,2, , , , , , , , , , , , , , ,3,2,2,3,2,1,85,3,2,1,3,1,3,2, , ,1,2,3.65625,1.1932830155625
100088,1,1,12001,12,3,2,U,1,1,1,1, , ,1,1,1,1,3,3,2,1,1,4,1,1996,1,2,2,1,4,1,1,1,1,1,2,1,1,2,43,8,2,1,9,4,1,1, , ,2,2,2.6875,.877114011439101
100091,1,1,33001,33,1,2,R,1,1,1,1, , ,8,1,1,1,2,2,4,5,5,4,1,1999,2,2,1,2,2,1,2,1,2,1,2,1,2,2,61,5,2,1,7,4,1,3,1, ,2,2,2.15625,.703731009177884
100094,1,1,13067,13,3,4,S,1,1,1,1, , ,1,1,1,1,1,4,1,1,1,1,2,2003,2,2,2,2,1,1,1,1,1,1,2,1,2,2,55,3,2,1,8,4,1,4,9, ,2,2,2.5625,.83631801090705
100102,1,1,22085,22,3,1,R,1,1,1,1, , ,2,1,1,1,2,2,2,4,4,6, ,2006,2,2,2,2,4,4,1,1,2,1,1,1,2,1,41,3,2,1,4,2,1,1, , ,2,2,1.78125,.58134300758173
100105,1,1,37129,37,3,4,S,1,1,1,1, , ,1,1,1,4,1,1,4,1,1,3,2,1990,1,2,2,2,3,1,1,1,1,1,2,3,1,2,56,5,2,1,5,2,1,3,2, ,2,2,2.0625,.673134008778845
100108,1,1,39035,39,2,5,S,1,1,2,1, , ,2,2, , ,1,1,2,1,1,4,2,1994,2,2,2,1,1,1,1,1,2,1,1,3,2,2,99,6,2,1,99,9,1,1, , ,2,2,1.0625,.346766004522435
100112,1,1,29207,29,2,1,R,1,1,1,1, , ,2,2, , ,1,1,2,3,4,6, ,9999,2,2,2,2,1,1,1,1,2,1,2,3,2,2,72,4,2,1,6,3,1,1, , ,2,2,1.4375,.469154006118589
100113,1,1,51171,51,3,1,R,1,1,1,1, , ,1,1,1,1,2,4,2,1,1,4,1,2002,1,2,1,1,1,1,2,1,1,1,2,1,1,2,35,3,2,1,99,4,1,3,9, ,2,2,3.78125,1.23407901609455
100115,1,1,48039,48,3,2,S,1,1,2,1, , ,8,1,1,4,1,4,2,1,1,1,2,1992,2,2,2,2,1,1,1,1,2,1,2,3,2,1,88,6,2,1,6,3,1,1, , ,2,2,1.03125,.336567004389423
100120,1,1,31119,31,2,1,R,2,2,2,1, , ,8, , , ,8,1,1, , , , , , , , , , , , , ,2,1,1,3,2,2,91,2,2,1,99,1,3,1, , ,2,2,1.125,.367164004788461
100122,1,1,28067,28,3,1,R,1,1,1,1, , ,1,1,1,2,2,1,3,4,2,4, ,1988,1,2,1,1,4,1,2,3,1,1,2,3,2,2,52,4,2,1,8,4,1,4,9, ,2,2,2.5625,.83631801090705
100129,1,1,13063,13,3,4,S,2,1,2,2,1, , ,1,1,2,1,1, ,2,2,4,2,2011,2,2,2,2,1,1,1,1,3,2,2,3,2,1,74,6,2,1,6,3,1,1, , ,1,2,2,.65273600851282
100131,1,1,55087,55,2,2,U,1,1,1,1, , ,2,1,1,2,1,2,4,2,4,6,1,1992,2,2,2,2,1,1,1,1,2,1,2,1,2,1,54,5,2,1,9,4,1,3,2, ,2,2,2.90625,.948507012370191
100139,1,1,12083,12,3,2,S,1,1,1,1, , ,1,1,1,2,1,4,1,1,1,4,2,2000,2,2,2,2,1,8,1,1,1,1,1,3,2,1,70,4,2,1,4,2,1,2, , ,2,2,1.0625,.346766004522435
100140,1,1,17111,17,2,3,S,1,1,2,1, , ,1,2, , ,3,2,3,1,1,3,1,1998,2,2,2,1,2,4,1,1,1,1,3,2,2,2,18,2,2,1,7,4,3,3,2, ,2,2,3.21875,1.05049701370032
100142,1,1,42133,42,1,3,S,1,1,2,1, , ,2,1,1,4,1,4,1,1,1,1,2,2008,2,2,2,2,1,1,1,1,2,1,1,2,2,1,64,4,2,1,3,1,1,1, , ,2,2,1.65625,.540547007049679
100143,1,1,12095,12,3,4,U,1,1,2,1, , ,2,1,1,2,1,1,4,3,3,4, ,2003,1,1,1,1,4,1,3,1,2,1,3,3,2,2,52,3,2,1,99,2,1,2, , ,2,2,3.90625,1.2748750166266
100153,1,1,33001,33,1,2,R,1,1,2,2,2, , ,1,1,1,2,1, ,4,4,4, ,2004,2,2,2,2,2,8,2,2,3,2,1,1,2,2,57,3,2,1,5,2,1,3,1, ,1,1,3.65625,1.1932830155625
100156,1,1,22017,22,3,2,U,1,1,1,1, , ,1,1,1,2,1,1,1,1,1,2,2,8888,2,2,2,1,1,1,1,1,1,1,3,3,2,1,67,8,2,2,5,2,1,2, , ,2,2,1.5625,.50995000665064
100174,1,1,1095,1,3,2,R,2,2,2,1, , ,2, , , ,1,2,3, , , , , , , , , , , , , ,2,1,1,3,2,1,62,1,2,9,99,9,1,1, , ,2,2,1.34375,.438557005719551
100183,1,1,39057,39,2,3,S,2,2,2,1, , ,2, , , ,2,4,1, , , , , , , , , , , , , ,2,1,1,3,2,1,45,3,2,1,2,1,1,3,1, ,2,2,1.78125,.58134300758173
100185,1,1,17099,17,2,1,R,1,1,1,1, , ,2,2, , ,1,1,2,1,1,4,1,2012,1,2,2,1,1,1,2,1,2,1,2,2,2,2,58,5,2,1,99,2,1,2, , ,2,2,1.78125,.58134300758173
100186,1,1,25017,25,1,4,U,1,1,2,2,1, , ,2, , ,2,3, ,1,1,2,1,2000,2,2,2,1,1,1,1,1,3,2,3,1,2,1,60,6,2,3,5,2,1,3,9, ,1,2,6.5625,2.14179002793269
100191,1,1,29189,29,2,4,S,1,1,1,1, , ,1,1,1,2,1,1,2,1,3,4,2,1995,1,2,2,1,1,1,1,1,1,1,1,1,1,2,53,6,2,2,6,3,1,2, , ,2,2,1.625,.530348006916666
100201,1,1,36047,36,1,5,U,1,1,1,2,2, , ,2, , ,3,3, ,3,4,4, ,2008,2,2,2,1,1,1,1,1,3,2,3,3,2,2,99,3,1,2,1,1,3,3,2, ,1,1,6.5625,2.14179002793269
100205,1,1,51191,51,3,1,S,1,1,1,1, , ,2,1,1,2,3,1,1,1,1,4,1,1995,1,2,2,2,1,1,1,1,2,1,2,3,2,2,50,6,2,1,8,4,1,3,1, ,2,2,1.65625,.540547007049679
100207,1,1,48439,48,3,5,U,1,2,2,1, , ,2, , , ,3,3,4, , , , , , , , , , , , , ,2,1,5,3,2,1,75,2,2,2,4,2,1,2, , ,2,2,3.84375,1.25447701636058
100217,1,1,1097,1,3,2,U,1,1,2,1, , ,1,1,2,1,1,1,2,2,3,3,1,1991,2,2,1,1,2,1,1,1,1,1,1,3,2,1,58,8,2,1,6,3,1,3,1, ,2,2,1,.32636800425641
100232,1,1,42003,42,1,4,S,1,1,1,1, , ,1,1,1,1,2,4,2,1,4,4,1,1997,2,2,2,1,2,1,2,1,1,1,3,1,2,2,51,6,2,1,8,4,1,1, , ,2,2,3.09375,1.00970101316827
100233,1,1,36081,36,1,5,U,2,2,2,2,1, , , , , ,4,2, , , , , , , , , , , , , , ,3,2,2,3,2,2,73,3,1,1,4,2,1,2, , ,1,2,4.53125,1.47885501928686
100243,1,1,28067,28,3,1,R,1,1,2,1, , ,2,1,2,1,1,3,4,3,2,4, ,1996,2,2,2,2,9,2,1,1,2,1,1,1,2,2,50,6,2,2,4,2,1,2, , ,2,2,1.25,.407960005320512
100251,1,1,47157,47,3,4,S,1,1,2,1, , ,1,1,1,2,1,1,1,1,1,2,2,1988,1,2,2,1,8,1,1,1,1,1,2,3,2,2,74,8,2,1,99,9,1,2, , ,2,2,1.34375,.438557005719551
100260,1,1,27025,27,2,2,S,2,2,2,1, , ,2, , , ,1,3,1, , , , , , , , , , , , , ,2,1,1,3,2,2,84,4,2,1,2,1,1,1, , ,2,2,1,.32636800425641
100264,1,1,25003,25,1,2,S,1,1,2,2,2, , ,2, , ,1,1, ,2,3,3,1,2007,1,2,2,1,3,1,3,3,3,2,1,3,2,2,50,4,2,1,2,1,1,3,2, ,1,1,4.5,1.46865601915384
100281,1,1,27131,27,2,2,R,1,1,1,1, , ,1,1,1,1,3,4,5,1,5,4,1,1995,1,1,1,1,1,1,1,1,1,1,3,1,2,1,55,8,2,1,99,9,1,2, , ,2,2,1.59375,.520149006783653
100298,1,1,39035,39,2,5,U,2,2,2,2,2, , , , , ,3,9, , , , , , , , , , , , , , ,3,2,9,3,2,2,87,9,2,2,99,9,9,9,9, ,1,1,5.5,1.79502402341025
100311,1,1,4019,4,4,2,S,1,1,1,1, , ,1,1,1,2,2,4,2,1,2,4,1,1993,1,1,2,1,1,1,1,1,1,1,2,2,1,2,39,6,2,1,7,4,1,3,2, ,2,2,2.90625,.948507012370191
100313,1,1,49053,49,4,1,U,1,1,1,1, , ,1,1,1,1,2,4,1,1,2,4,1,1993,2,2,2,2,2,2,1,1,1,1,2,1,1,1,41,6,2,1,8,4,1,1, , ,2,2,1.71875,.560945007315704
100316,1,1,18083,18,2,1,R,1,1,1,1, , ,1,1,1,1,2,4,1,1,1,4,1,1995,1,2,1,2,1,1,1,1,1,1,2,1,1,1,36,8,2,1,9,4,1,1, , ,2,2,1.71875,.560945007315704
100317,1,1,21111,21,3,4,U,1,1,1,1, , ,2,1,1,2,1,1,3,1,1,4,2,2001,2,2,2,2,2,1,1,1,2,1,1,3,2,2,67,3,2,1,6,3,1,1, , ,2,2,1.3125,.428358005586538
100318,1,1,19153,19,2,3,U,1,2,2,2,2, , , , , ,1,4, , , , , , , , , , , , , , ,3,2,1,3,2,2,90,3,2,1,3,1,1,2, , ,1,1,3,.979104012769229
100324,1,1,8101,8,4,1,S,1,1,1,1, , ,2,1,1,4,3,4,3,2,4,2,2,2009,1,2,2,1,1,1,1,1,2,1,3,2,2,2,18,3,2,1,99,4,1,1, , ,2,2,2.65625,.866915011306089
100325,1,1,46081,46,2,1,R,1,1,2,1, , ,2,1,1,2,1,4,2,2,1,4,2,2000,2,2,2,2,1,8,1,1,2,1,2,3,2,2,63,3,2,1,4,2,1,1, , ,2,2,2.21875,.724129009443909
100331,1,1,22099,22,3,1,S,1,1,1,1, , ,1,1,1,1,1,4,1,1,1,2,2,2003,1,2,2,2,1,8,1,1,1,1,1,1,2,1,48,3,2,1,6,3,3,1, , ,2,2,1.375,.448756005852563
100333,1,1,21093,21,3,2,S,2,2,2,1, , ,2, , , ,1,1,4, , , , , , , , , , , , , ,2,1,1,3,2,2,72,3,2,1,1,1,1,2, , ,2,2,1.125,.367164004788461
100341,1,1,45089,45,3,1,R,2,2,2,1, , ,8, , , ,2,4,3, , , , , , , , , , , , , ,2,1,1,3,2,1,61,3,2,2,1,1,1,2, , ,2,2,1.5,.489552006384615
100342,1,1,18063,18,2,3,S,1,1,1,1, , ,1,1,1,3,3,4,1,1,1,3,1,1989,1,2,2,1,1,1,1,1,1,1,1,1,1,2,48,6,2,1,6,3,1,1, , ,2,2,1.34375,.438557005719551
100344,1,1,20159,20,2,1,R,2,2,2,2,1, , , , , ,4,3, , , , , , , , , , , , , , ,3,2,1,3,2,2,65,3,2,1,2,1,3,4,9, ,1,2,1.53125,.499751006517627
100358,1,1,42133,42,1,3,S,1,1,8,2,2, , ,1,1,4,1,1, ,1,2,3,1,1920,2,2,2,1,1,1,1,1,3,2,1,3,2,1,93,4,2,1,3,1,1,1, , ,1,1,3.125,1.01990001330128
100361,1,1,5143,5,3,2,U,1,1,2,1, , ,2,1,1,2,2,2,3,2,2,4,1,1999,2,2,2,2,2,1,1,1,2,1,1,1,2,2,55,5,2,1,3,1,1,2, , ,2,2,1.125,.367164004788461
100363,1,1,17183,17,2,1,S,1,1,1,1, , ,1,1,1,1,1,3,1,2,3,2,1,2000,2,2,2,2,1,1,1,1,1,1,2,1,2,2,52,6,2,1,9,4,1,1, , ,2,2,1.78125,.58134300758173
100364,1,1,39049,39,2,5,S,1,1,2,1, , ,2,2, , ,1,2,3,2,2,2,2,1986,2,2,2,1,1,1,1,1,2,1,2,1,2,1,61,5,2,1,7,4,1,1, , ,2,2,2.8125,.917910011971153
100369,1,1,49057,49,4,3,S,1,1,1,1, , ,1,1,1,1,1,3,2,5,1,4,1,2002,1,2,1,1,1,1,1,1,1,1,3,1,2,1,64,6,2,1,6,3,1,3,1, ,2,2,1.84375,.601741007847755
100374,1,1,8087,8,4,1,R,1,1,1,1, , ,1,1,1,4,2,1,3,3,4,2, ,1995,2,2,2,1,1,1,1,1,1,1,2,3,1,1,65,4,2,1,4,2,1,3,2, ,2,2,1.6875,.550746007182692
100376,1,1,8021,8,4,1,R,2,1,2,2,1, , ,2, , ,5,5, ,4,6,6, ,1987,1,2,2,1,8,1,1,1,3,2,4,1,2,1,32,8,1,1,8,4,1,4,9, ,1,2,4.21875,1.37686501795673
100382,1,1,51059,51,3,5,S,1,1,1,1, , ,1,1,1,2,9,3,1,1,1,6,1,1993,2,2,2,9,1,8,1,1,1,1,2,1,2,2,56,8,2,1,99,4,1,3,2, ,2,2,1.9375,.632338008246794
100389,1,1,18147,18,2,1,R,1,1,2,1, , ,2,2, , ,1,3,3,3,3,4, ,2010,2,2,2,2,1,1,1,1,2,1,2,1,2,1,55,3,2,1,6,3,1,1, , ,2,2,2.15625,.703731009177884
100393,1,1,16041,16,4,1,S,1,1,2,1, , ,2,1,1,1,1,2,1,1,1,1,1,2000,1,1,2,1,1,1,1,1,2,1,2,1,2,2,52,3,2,1,6,3,1,3,1, ,2,2,2.71875,.887313011572114
100398,1,1,8001,8,4,3,S,1,1,1,1, , ,1,1,1,2,1,4,1,1,1,4,1,1991,1,2,2,1,1,1,1,1,1,1,1,2,2,2,60,8,2,1,5,2,3,2, , ,2,2,1.09375,.356965004655448
100403,1,1,18071,18,2,1,R,1,2,2,2,1, , , , , ,4,1, , , , , , , , , , , , , , ,3,2,1,3,2,2,65,3,2,1,3,1,3,5,9, ,1,2,1.53125,.499751006517627
100409,1,1,34003,34,1,5,S,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,2003,2,2,2,1,2,1,1,1,1,1,2,1,1,2,45,6,1,9,9,4,1,2, , ,2,2,2.625,.856716011173076
100410,1,1,35006,35,4,1,R,1,1,2,1, , ,2,1,1,2,2,3,4,1,1,1,2,1992,1,1,1,1,1,1,1,1,2,1,2,1,1,1,53,6,1,1,6,3,1,3,9, ,2,2,1.21875,.397761005187499
100418,1,1,34021,34,1,4,U,1,1,1,1, , ,1,1,1,1,2,4,1,1,1,4,1,2001,2,2,8,8,8,1,1,1,1,1,2,1,2,2,59,6,2,1,8,4,1,2, , ,2,2,1.96875,.642537008379807
100419,1,1,36013,36,1,2,R,1,1,2,2,1, , ,2, , ,2,4, ,3,4,4, ,2001,1,2,2,1,8,1,2,1,3,2,4,3,2,2,64,3,2,1,5,2,3,2, , ,1,2,6.5625,2.14179002793269
100423,1,1,42129,42,1,3,S,2,2,2,1, , ,8, , , ,2,3,2, , , , , , , , , , , , , ,2,1,3,3,2,2,89,4,2,1,1,1,1,1, , ,2,2,2.5,.815920010641025
100426,1,1,4013,4,4,3,U,2,2,2,1, , ,2, , , ,1,1,4, , , , , , , , , , , , , ,2,1,1,2,2,2,60,4,2,1,2,1,1,1, , ,2,2,1.375,.448756005852563
100429,1,1,37063,37,3,4,S,1,1,1,1, , ,1,1,1,1,1,2,1,1,1,2,1,1998,1,2,1,1,2,1,2,1,1,1,2,3,2,2,50,3,2,2,6,3,1,2, , ,2,2,3.71875,1.21368101582852
100432,1,1,8123,8,4,1,S,1,1,2,1, , ,2,1,1,2,2,3,1,1,1,2,2,1996,1,2,2,1,1,1,1,1,2,1,2,3,2,1,78,3,2,1,6,3,1,1, , ,2,2,1.90625,.622139008113781
100433,1,1,26121,26,2,2,S,2,1,1,1, , ,1,1,1,2,4,3,3,2,4,2,2,2005,2,1,1,1,1,1,1,1,1,1,4,1,2,1,22,3,2,1,3,1,2,3,2, ,2,2,2.4375,.795522010374999
100444,1,1,48453,48,3,4,U,1,1,2,1, , ,1,1,1,2,2,4,1,1,3,2,2,2000,1,2,2,1,1,1,1,1,1,1,1,2,2,1,23,6,2,1,6,3,1,1, , ,2,2,1,.32636800425641
100450,1,1,13067,13,3,4,S,1,1,1,1, , ,1,1,1,1,2,2,2,2,1,2,1,2001,1,2,2,1,2,1,1,1,1,1,1,1,2,2,62,8,2,1,5,2,1,2, , ,2,2,1.03125,.336567004389423
100455,1,1,27123,27,2,5,S,1,1,2,1, , ,1,1,1,2,3,4,1,1,1,4,2,1994,2,1,1,1,1,1,1,1,1,1,2,3,2,2,82,9,2,1,6,3,1,3,2, ,2,2,1.6875,.550746007182692
100457,1,1,27035,27,2,1,R,1,1,2,1, , ,2,1,1,4,1,3,3,3,3,2, ,2002,1,2,2,1,1,1,2,1,2,1,1,3,2,2,76,3,2,1,2,1,1,1, , ,2,2,1.125,.367164004788461
100461,1,1,6037,6,4,5,U,1,1,1,2,1, , ,1,1,2,1,1, ,1,1,3,3,1996,1,1,1,1,1,1,1,1,3,2,2,3,2,2,58,4,1,1,99,9,1,3,1, ,1,2,3.96875,1.29527301689263
100463,1,1,6043,6,4,1,R,1,1,1,1, , ,1,1,1,2,3,3,4,4,4,6, ,1997,1,8,1,1,1,2,1,1,1,1,2,1,2,1,53,5,2,1,9,4,1,5,9, ,2,2,2.71875,.887313011572114
100465,1,1,5133,5,3,1,R,1,1,2,1, , ,2,1,1,2,2,2,3,1,1,1,1,8888,1,1,2,1,1,1,1,1,2,1,2,3,2,2,56,4,2,1,4,2,1,2, , ,2,2,1.65625,.540547007049679
100467,1,1,47093,47,3,3,S,1,1,1,1, , ,1,1,1,3,2,2,1,1,1,2,1,1995,1,1,2,1,1,1,1,1,1,1,2,1,2,2,56,8,2,1,9,4,1,3,2, ,2,2,1.625,.530348006916666
100482,1,1,27123,27,2,5,U,1,1,1,1, , ,1,1,1,1,2,3,3,1,1,6,3,1995,2,2,2,2,1,1,1,1,1,1,2,1,2,1,60,8,2,1,8,4,1,2, , ,2,2,1.71875,.560945007315704
100490,1,1,55087,55,2,2,U,1,1,2,2,2, , ,2, , ,1,4, ,3,4,4, ,2008,2,2,2,2,8,1,1,8,3,2,1,1,1,1,52,3,2,1,6,3,1,3,9, ,1,1,3.4375,1.12189001463141
100499,1,1,22079,22,3,1,S,2,2,2,1, , ,8, , , ,1,1,1, , , , , , , , , , , , , ,2,1,1,3,2,2,62,3,2,1,1,1,1,3,1, ,2,2,1.3125,.428358005586538
100500,1,1,25001,25,1,3,U,2,1,1,1, , ,1,1,1,2,1,2,2,2,4,3,2,1992,2,1,1,1,1,1,1,1,1,1,4,3,1,2,28,4,2,1,1,1,3,3,1, ,2,2,6.5625,2.14179002793269
100504,1,1,26117,26,2,1,S,2,1,1,1, , ,8,2, , ,1,2,4,4,4,4, ,2000,1,2,2,1,1,1,2,1,2,1,3,3,2,2,54,3,2,1,99,9,1,3,9, ,2,2,3.375,1.10149201436538
100512,1,1,47079,47,3,1,R,2,2,2,1, , ,2, , , ,1,2,1, , , , , , , , , , , , , ,2,1,2,3,2,1,62,3,2,1,1,1,1,1, , ,2,2,2.03125,.662935008645832
100515,1,1,1095,1,3,2,R,1,1,2,1, , ,1,1,1,2,3,1,3,3,3,6, ,1986,2,2,2,1,2,1,1,1,1,1,1,3,2,1,74,8,2,5,7,4,1,1, , ,2,2,1.0625,.346766004522435
100519,1,1,42003,42,1,4,S,2,1,2,1, , ,2,2, , ,2,2,8,2,2,2,4,8888,8,8,2,2,4,4,8,8,2,1,1,3,2,1,87,8,2,1,3,1,1,3,9, ,2,2,1,.32636800425641
100524,1,1,5143,5,3,2,S,1,1,2,1, , ,2,1,1,4,1,3,1,1,3,3,2,1982,2,2,2,1,4,1,8,1,2,1,1,3,2,2,78,6,2,1,4,2,1,3,1, ,2,2,1,.32636800425641
100533,1,1,1101,1,3,2,U,2,2,2,1, , ,2, , , ,4,4,4, , , , , , , , , , , , , ,2,1,1,1,2,1,35,3,2,2,9,4,1,3,9, ,2,2,2.28125,.744527009709935
100535,1,1,42003,42,1,4,U,2,2,1,1, , ,2,2, , ,1,1,1,4,4,4, ,9999,2,2,2,2,1,1,3,8,2,1,2,3,2,2,80,4,2,2,2,1,1,2, , ,2,2,2.40625,.785323010241986
100536,1,1,22019,22,3,2,S,1,2,2,1, , ,2, , , ,1,1,4, , , , , , , , , , , , , ,2,1,1,3,2,2,59,3,2,1,99,4,1,1, , ,2,2,1.40625,.458955005985576
100544,1,1,51810,51,3,4,U,1,1,2,1, , ,2,1,1,4,1,3,3,1,1,4,2,1988,2,2,2,2,1,1,1,1,2,1,3,3,2,1,82,6,2,1,7,4,1,2, , ,2,2,1.5,.489552006384615
100551,1,1,26125,26,2,4,S,1,1,1,1, , ,1,1,1,1,1,4,3,1,4,4,2,1999,1,2,1,1,1,1,1,1,1,1,2,1,2,1,58,4,2,1,5,2,1,4,2, ,2,2,2.40625,.785323010241986
100554,1,1,5125,5,3,2,S,1,1,2,1, , ,1,1,1,2,1,3,1,1,1,4,1,1998,2,2,2,2,1,1,1,1,1,1,1,1,2,2,71,3,2,1,5,2,1,2, , ,2,2,1.125,.367164004788461
100572,1,1,13227,13,3,2,S,1,1,2,1, , ,2,1,1,2,1,2,3,1,4,2,1,1990,2,2,2,2,1,1,1,1,2,1,2,2,2,1,77,6,2,1,7,4,1,1, , ,2,2,1.03125,.336567004389423
100591,1,1,36061,36,1,5,U,1,1,1,1, , ,1,1,1,3,4,4,4,4,4,4, ,1995,1,2,2,1,4,2,1,1,1,1,2,1,2,1,54,6,2,1,9,4,1,4,9, ,2,2,2.15625,.703731009177884
100596,1,1,42069,42,1,3,S,2,2,2,2,2, , , , , ,1,1, , , , , , , , , , , , , , ,3,2,1,3,2,2,63,5,2,1,1,1,1,2, , ,1,1,3.3125,1.08109401409936
100607,1,1,26163,26,2,5,S,2,2,2,2,2, , , , , ,2,2, , , , , , , , , , , , , , ,3,2,1,3,2,2,91,3,1,1,3,1,1,2, , ,1,1,3.25,1.06069601383333
100610,1,1,34015,34,1,4,S,9,2,9,1, , ,8, , , ,1,1,1, , , , , , , , , , , , , ,2,1,1,2,2,2,85,3,2,2,99,9,1,2, , ,2,2,1.875,.611940007980768
100612,1,1,51059,51,3,5,S,1,1,1,1, , ,1,1,1,2,4,4,1,1,1,3,1,2001,1,2,2,1,1,1,1,1,1,1,3,3,2,1,21,4,2,3,9,4,1,3,2, ,2,2,6.5625,2.14179002793269
100619,1,1,42129,42,1,3,S,2,2,2,2,2, , , , , ,1,1, , , , , , , , , , , , , , ,3,2,1,3,2,2,81,7,9,1,2,1,1,4,9, ,1,1,2.1875,.713930009310896
100620,1,1,42003,42,1,4,S,1,1,2,1, , ,2,1,1,2,3,3,1,3,3,4, ,2000,1,2,2,1,2,1,3,1,2,1,2,2,2,1,69,7,1,6,8,4,1,3,2,HISPANIC,2,2,1.28125,.418159005453525
100636,1,1,26161,26,2,3,S,1,1,1,1, , ,2,1,1,2,4,2,1,1,1,3,1,2005,1,1,1,1,1,2,1,1,2,1,4,3,2,1,21,4,1,1,9,4,1,2, , ,2,2,4.09375,1.33606901742468
100644,1,1,51510,51,3,5,U,1,1,2,1, , ,2,1,1,4,1,1,4,2,2,4,4,1994,2,2,2,2,2,1,1,1,2,1,2,3,2,1,70,8,2,1,8,4,1,2, , ,2,2,1.40625,.458955005985576
100645,1,1,24031,24,3,4,S,1,1,1,1, , ,1,1,1,1,3,3,1,1,1,3,1,1998,1,2,2,2,2,1,1,1,1,1,3,1,1,2,32,6,2,3,8,4,2,2, , ,2,2,6,1.95820802553846
100647,1,1,36103,36,1,4,S,1,1,1,1, , ,1,1,1,1,1,2,1,1,1,2,1,1990,2,2,2,1,1,1,1,1,1,1,2,1,2,2,40,8,2,2,8,4,2,2, , ,2,2,4.4375,1.44825801888782
100648,1,1,45045,45,3,3,S,2,2,2,2,1, , , , , ,4,1, , , , , , , , , , , , , , ,3,2,2,3,2,2,73,2,2,2,1,1,3,3,2, ,1,2,4.1875,1.36666601782372
100650,1,1,36047,36,1,5,U,1,1,1,1, , ,2,1,1,4,1,1,4,2,2,2,1,1995,2,2,2,2,1,1,1,1,2,1,1,3,2,1,75,3,2,2,5,2,1,2, , ,2,2,2.28125,.744527009709935
100651,1,1,39107,39,2,1,R,1,1,2,1, , ,2,1,2,1,2,2,1,1,1,6,1,1993,2,2,2,2,1,1,1,1,2,1,2,2,1,2,47,5,2,1,7,4,1,3,1, ,2,2,2.75,.897512011705127
100652,1,1,21117,21,3,4,S,2,2,2,2,2, , , , , ,1,1, , , , , , , , , , , , , , ,3,2,1,3,2,2,54,3,2,1,2,1,3,3,9, ,1,1,4.21875,1.37686501795673
100654,1,1,34019,34,1,2,S,1,1,1,1, , ,1,1,1,4,2,1,2,1,1,4,2,1999,1,2,2,1,1,1,1,1,1,1,3,3,2,2,63,8,2,1,99,9,1,2, , ,2,2,2.1875,.713930009310896
100663,1,1,13317,13,3,1,S,2,2,2,1, , ,8, , , ,1,1,3, , , , , , , , , , , , , ,2,1,2,3,2,2,71,3,2,1,3,1,3,1, , ,2,2,1.6875,.550746007182692
100664,1,1,36059,36,1,5,S,1,1,1,1, , ,1,1,1,1,3,4,5,1,3,6,2,1997,1,1,2,2,1,1,1,1,1,1,2,1,1,1,34,8,2,1,8,4,1,3,2, ,2,2,3,.979104012769229
100666,1,1,24033,24,3,4,S,1,1,1,1, , ,1,1,1,4,4,3,1,1,1,6,1,2001,2,9,2,2,1,3,2,1,1,1,2,2,1,2,59,5,2,5,3,1,1,1, , ,2,2,3.375,1.10149201436538
100672,1,1,36019,36,1,1,R,2,2,2,2,2, , , , , ,1,2, , , , , , , , , , , , , , ,3,2,1,3,2,1,64,4,2,1,2,1,1,2, , ,1,1,2.96875,.968905012636217
100690,1,1,51061,51,3,1,S,1,1,1,1, , ,1,1,1,3,1,2,1,1,2,4,4,1998,1,2,2,1,1,1,1,1,1,1,1,3,2,2,76,4,2,1,7,4,1,2, , ,2,2,1,.32636800425641
