psraid,sample,lang,fips,state,cregion,density,usr,pial1,eminuse,intmob,pialql1,ql1a,qc1,smart1,pial2,pial3,pial4,pial5a,pial5b,pial5c,pial5d,pial5e,pial5f,pial6,pial7,pial8a,pial8b,pial8c,pial8d,pial9,pial10,pial11,pial12,SmartPhone,ql1,hh1,employ,par,sex,age,educ2,hisp,race,inc,income,reg,party,partyln,raceos,iphoneuse,hphoneuse,weight,standwt
200521,2,1,28095,28,3,1,R,1,1,2, , ,1,2,1,1,4,1,2,3,2,3,4,2,1998,2,2,1,1,8,8,3,1,2, ,1,3,2,2,78,4,2,1,6,3,1,1, , ,2,2,1,.32636800425641
200523,2,1,28059,28,3,2,S,1,1,1, , ,2,8,1,2,2,4, ,4,1,1,4,2,2011,1,1,1,1,1,1,1,1,2, ,3,3,2,2,18,3,2,3,8,4,3,3,1, ,3,3,5.4375,1.77462602314423
200524,2,1,48019,48,3,1,S,1,1,1, , ,2,1,1,1,4,3, ,1,3,3,3, ,2000,2,2,2,1,1,1,1,1,1, ,1,3,2,1,54,3,2,1,3,1,1,3,9, ,3,3,3.46875,1.13208901476442
200526,2,1,48439,48,3,5,U,1,1,1, , ,2,1,1,1,4,1, ,1,1,2,1,1,1998,1,1,1,1,2,1,1,1,1, ,1,3,2,2,64,5,2,1,3,1,3,3,1, ,3,3,3.8125,1.24427801622756
200527,2,1,29177,29,2,1,S,1,1,1, , ,2,1,1,1,2,2, ,1,1,4,4,2,1999,1,1,1,1,1,2,2,2,1, ,3,3,2,1,21,4,2,1,3,1,2,3,1, ,3,3,4.65625,1.51965101981891
200530,2,1,48085,48,3,4,S,1,1,1, , ,2,1,1,1,1,2, ,1,4,4,6, ,1999,1,2,2,1,3,1,2,1,1, ,3,1,1,1,41,6,2,1,9,4,1,3,1, ,3,3,3.125,1.01990001330128
200537,2,1,1049,1,3,1,R,2,2,2, , ,1,8, , , ,3,1,2, , , , , , , , , , , , , ,2, ,2,3,2,2,64,3,2,1,3,1,1,1, , ,2,2,2.09375,.683333008911858
200540,2,1,4013,4,4,3,S,1,1,2, , ,1,2,1,1,1,4,4,1,1,1,1,1,2009,1,2,2,1,1,1,1,1,2, ,2,3,1,2,45,4,2,1,6,3,1,1, , ,2,2,3.375,1.10149201436538
200543,2,1,8067,8,4,1,R,1,1,2, , ,1,2,1,1,2,2,1,3,2,3,4,2,2000,1,2,2,2,1,1,2,1,2, ,2,3,2,1,64,4,2,1,6,3,1,1, , ,2,2,1.96875,.642537008379807
200544,2,1,28081,28,3,2,R,1,1,1, , ,2,1,1,1,2,4, ,2,4,4,4, ,2001,1,1,1,1,1,3,1,1,1, ,4,3,1,2,50,3,2,1,3,1,1,1, , ,3,3,4.25,1.38706401808974
200552,2,1,6073,6,4,3,S,1,1,2, , ,1,2,1,1,2,2,3,3,2,2,4,2,1988,1,2,2,1,1,1,1,1,2, ,3,1,2,2,66,4,2,1,4,2,1,9,1, ,2,2,2.25,.734328009576922
200559,2,1,29037,29,2,2,S,1,1,1, , ,2,1,1,1,2,3, ,1,1,4,1,3,2002,2,1,1,1,1,1,2,2,1, ,3,2,2,2,21,5,2,5,99,3,3,1, , ,3,3,6.5625,2.14179002793269
200562,2,1,17177,17,2,1,R,1,1,1, , ,2,1,1,1,1,1, ,1,1,3,2,2,2000,1,2,1,1,2,1,1,1,1, ,3,1,2,1,20,3,2,1,4,2,1,1, , ,3,3,2.84375,.928109012104165
200577,2,1,4017,4,4,1,R,2,2,2, , ,2,8, , , ,1, ,1, , , , , , , , , , , , , ,2, ,3,3,2,2,31,3,2,5,1,1,3,3,9, ,3,3,6.5625,2.14179002793269
200578,2,1,20191,20,2,1,R,1,2,1, , ,2,1,1,2,2,4, ,3,4,3,4, ,8888,2,2,2,1,5,1,1,1,1, ,2,1,1,1,28,4,1,1,5,2,3,4,9, ,3,3,5.8125,1.89701402474038
200582,2,1,49005,49,4,1,U,1,1,1, , ,2,1,2, , ,3, ,4,4,4,4, ,2000,1,2,2,1,2,1,2,1,1, ,4,1,2,2,18,3,2,1,2,1,3,3,1, ,3,3,3.34375,1.09129301423237
200586,2,1,41059,41,4,1,R,1,1,1, , ,2,1,1,1,2,4, ,4,4,4,6, ,1993,2,2,2,2,4,1,3,1,1, ,2,2,2,2,53,3,2,1,2,1,1,1, , ,3,3,4.28125,1.39726301822275
200596,2,1,17001,17,2,1,R,1,1,1, , ,2,2,1,1,2,1, ,1,1,1,2,2,1997,1,2,2,1,1,1,1,1,2, ,4,2,2,1,56,8,2,1,7,4,1,3,1, ,3,3,1.875,.611940007980768
200599,2,1,17031,17,2,5,S,1,1,1, , ,2,1,2, , ,4, ,4,4,4,4, ,2003,1,2,2,1,1,1,1,1,1, ,1,1,2,1,57,6,2,2,6,3,1,3,2, ,3,3,3.25,1.06069601383333
200604,2,1,6071,6,4,1,U,1,1,1, , ,1,1,1,1,3,1,4,1,1,4,4,1,1995,2,2,2,2,5,3,1,1,1, ,3,1,2,2,64,8,2,1,9,4,1,2, , ,2,2,1.8125,.591542007714743
200615,2,1,47187,47,3,2,S,1,1,1, , ,1,1,1,1,2,2,3,1,1,1,2,1,2004,1,1,2,1,1,1,1,1,1, ,2,1,2,1,55,6,2,1,4,2,1,1, , ,2,2,1.1875,.387562005054487
200623,2,1,47077,47,3,1,R,1,1,2, , ,2,2,1,1,4,3, ,1,1,2,2,1,7777,1,2,2,1,1,1,3,1,2, ,1,3,2,1,66,3,2,1,3,1,1,4,9, ,3,3,2.78125,.90771101183814
200624,2,1,6073,6,4,3,U,1,1,1, , ,2,1,1,1,1,1, ,2,1,2,4,1,1990,2,2,2,2,1,1,2,1,1, ,2,1,1,1,33,3,2,1,6,3,3,1, , ,3,3,4.875,1.59104402075
200633,2,1,53033,53,4,4,S,1,1,1, , ,1,1,1,1,1,1,3,1,1,1,3,2,1996,1,2,2,1,2,1,1,1,1, ,2,1,1,1,99,9,2,9,99,9,1,9,9, ,2,2,2.9375,.958706012503204
200635,2,1,6013,6,4,4,U,1,1,2, , ,1,1,1,1,2,1,2,1,1,1,3,2,1995,1,2,2,1,2,1,1,1,1, ,1,3,2,1,70,6,2,1,99,9,3,1, , ,2,2,1,.32636800425641
200637,2,1,41051,41,4,4,U,2,1,2, , ,1,1,2, , ,1,2,1,1,1,2,2,2004,2,2,2,1,1,1,1,1,1, ,1,2,2,1,57,5,2,1,3,1,1,3,2, ,2,2,1.5,.489552006384615
200638,2,1,6059,6,4,5,S,1,1,1, , ,1,1,1,2,2,3,3,2,1,3,3,2,2005,1,1,1,1,1,3,1,1,1, ,4,2,2,2,54,6,2,1,9,4,1,3,1, ,2,2,3.28125,1.07089501396634
200643,2,1,32019,32,4,1,R,1,1,1, , ,1,2,2, , ,2,4,1,2,4,6,4,2010,2,8,2,2,5,1,1,1,2, ,2,3,1,1,40,4,2,1,1,1,1,2, , ,2,2,3.5,1.14228801489743
200646,2,1,6081,6,4,4,U,1,1,2, , ,2,2,1,1,2,1, ,1,2,2,6,2,2011,2,2,2,2,1,1,1,1,2, ,3,3,2,2,50,4,2,1,6,3,2,1, , ,3,3,5.40625,1.76442702301122
200649,2,1,6029,6,4,1,S,1,1,1, , ,2,1,1,1,2,4, ,2,4,4,4, ,2000,2,2,2,1,1,1,1,1,1, ,2,3,2,1,31,3,2,1,1,1,3,3,1, ,3,3,4,1.30547201702564
200654,2,1,13121,13,3,4,U,1,1,2, , ,2,2,1,1,2,1, ,1,3,3,4, ,1992,1,1,2,2,2,1,1,1,2, ,2,2,1,2,44,6,2,2,6,3,2,2, , ,3,3,5.84375,1.90721302487339
200672,2,1,6089,6,4,1,S,1,1,1, , ,2,2,1,2,2,3, ,1,1,2,1,1,2009,1,2,2,1,1,1,1,1,2, ,5,2,2,2,20,3,2,1,2,1,1,1, , ,3,3,3.34375,1.09129301423237
200676,2,1,6071,6,4,1,S,1,1,1, , ,1,1,1,1,1,6,3,1,1,2,2,2,2004,1,2,2,2,1,1,1,1,1, ,2,1,2,2,60,8,2,1,9,4,1,2, , ,2,2,1.4375,.469154006118589
200681,2,1,6071,6,4,1,U,2,2,2, , ,2,2, , , ,1, ,1, , , , , , , , , , , , , ,2, ,2,3,2,2,73,4,2,5,4,2,3,4,2, ,3,3,3.78125,1.23407901609455
200694,2,1,6013,6,4,4,S,1,1,1, , ,2,1,1,1,4,2, ,1,2,1,2,1,1988,1,1,1,1,1,1,1,1,1, ,1,3,2,1,48,5,2,1,99,9,1,2, , ,3,3,5.3125,1.73383002261218
200710,2,1,6065,6,4,2,S,1,1,1, , ,2,1,1,1,2,4, ,4,3,3,6, ,1998,2,2,1,1,1,1,1,1,1, ,1,2,2,1,25,5,1,6,7,4,1,2, ,HISPANIC,3,3,6.28125,2.04999902673557
200724,2,1,6085,6,4,4,U,1,1,1, , ,1,1,1,1,1,2,2,2,2,2,4,2,1990,1,1,1,1,1,1,1,1,1, ,2,2,2,1,87,8,2,1,6,3,1,3,2, ,2,2,1.28125,.418159005453525
200727,2,1,41019,41,4,1,R,2,2,2, , ,2,2, , , ,1, ,1, , , , , , , , , , , , , ,2, ,3,1,2,1,55,3,2,1,6,3,1,1, , ,3,3,3.46875,1.13208901476442
200737,2,1,4013,4,4,3,S,1,1,2, , ,2,1,1,1,1,3, ,2,1,2,4,1,1996,1,1,2,1,1,3,1,1,1, ,1,1,2,1,30,6,2,3,3,1,1,3,2, ,3,3,5.84375,1.90721302487339
200741,2,1,6037,6,4,5,U,1,1,1, , ,1,1,1,1,2,1,4,3,1,1,1,2,2001,2,2,2,1,2,1,3,1,1, ,2,1,2,1,35,8,2,3,7,4,1,2, , ,2,2,4.09375,1.33606901742468
200748,2,1,49049,49,4,2,U,1,1,1, , ,1,2,1,1,4,1,2,2,2,3,4,1,2000,2,2,2,2,4,8,1,1,2, ,2,3,2,1,59,8,2,1,6,3,1,3,1, ,2,2,1.28125,.418159005453525
200749,2,1,49049,49,4,2,U,2,1,2, , ,2,2,2, , ,2, ,1,6,6,6, ,8888,2,2,2,2,8,8,1,8,2, ,1,3,2,1,81,3,2,1,5,2,1,1, , ,3,3,3.21875,1.05049701370032
200752,2,1,35061,35,4,1,S,1,2,1, , ,1,2,1,1,1,2,3,1,1,1,4,1,2005,2,2,2,1,1,1,1,1,2, ,1,1,2,2,99,6,2,1,6,3,1,1, , ,2,2,1.125,.367164004788461
200757,2,1,49049,49,4,2,U,2,1,1, , ,2,1,1,1,3,1, ,1,1,3,1,2,2009,1,2,1,1,1,1,1,1,1, ,3,2,2,1,18,3,2,1,6,3,1,3,2, ,3,3,3.09375,1.00970101316827
200763,2,1,6101,6,4,2,U,1,1,2, , ,2,2,1,1,2,3, ,2,2,2,3,1,1993,1,2,2,1,1,1,1,1,2, ,3,1,1,1,47,3,2,5,4,2,3,1, , ,3,3,6.5625,2.14179002793269
200775,2,1,6067,6,4,4,U,1,1,1, , ,2,1,1,1,1,3, ,1,1,1,2,2,1993,1,2,2,2,1,1,1,1,1, ,2,1,1,1,31,8,2,1,7,4,1,2, , ,3,3,3.625,1.18308401542949
200783,2,1,41033,41,4,1,R,1,1,2, , ,2,2,2, , ,1, ,1,1,1,6,1,2003,8,8,2,8,1,1,1,1,2, ,1,3,2,2,75,4,2,1,2,1,1,2, , ,3,3,2.3125,.754726009842948
200789,2,1,6039,6,4,1,U,1,1,2, , ,1,2,1,1,2,3,2,3,3,2,4, ,2012,2,2,2,1,1,1,1,1,2, ,1,1,2,2,72,8,2,1,6,3,1,1, , ,2,2,1,.32636800425641
200791,2,1,41029,41,4,1,S,1,1,1, , ,2,1,1,1,1,4, ,2,2,3,4,2,2002,1,1,1,1,2,2,2,2,1, ,2,1,2,1,26,3,2,1,6,3,1,1, , ,3,3,4,1.30547201702564
200798,2,1,39099,39,2,3,U,1,1,1, , ,2,1,1,1,2,2, ,1,2,2,2,2,1998,1,1,1,1,1,1,1,1,1, ,2,2,1,2,33,3,2,1,6,3,1,3,1, ,3,3,5.625,1.83582002394231
200802,2,1,36085,36,1,5,U,2,2,2, , ,2,2, , , ,2, ,1, , , , , , , , , , , , , ,2, ,1,1,1,1,45,3,2,1,6,3,1,2, , ,3,3,6.09375,1.9888050259375
200806,2,1,26125,26,2,4,U,1,1,1, , ,1,1,1,1,3,2,4,2,1,1,2,1,8888,1,1,2,1,1,2,1,1,1, ,3,1,2,1,22,3,1,1,99,9,1,1, , ,2,2,2.53125,.826119010774037
200807,2,1,25021,25,1,4,S,1,1,1, , ,2,1,1,1,2,4, ,1,4,1,4, ,1995,1,1,2,1,1,1,1,1,1, ,2,1,2,2,24,5,2,1,3,1,1,3,2, ,3,3,6.5625,2.14179002793269
200813,2,1,42055,42,1,2,R,1,1,1, , ,1,1,1,1,2,2,3,1,1,1,4,1,8888,2,2,2,2,2,8,1,1,1, ,3,1,2,2,59,5,2,2,8,4,1,2, , ,2,2,3.21875,1.05049701370032
200824,2,1,42017,42,1,4,S,1,1,1, , ,2,1,1,2,1,2, ,1,1,4,2,2,1998,1,9,1,1,9,1,3,1,1, ,2,1,1,1,36,5,2,1,6,3,1,1, , ,3,3,6.5625,2.14179002793269
200835,2,1,13205,13,3,1,R,1,1,1, , ,2,1,1,1,1,4, ,1,1,1,1,1,1984,2,2,2,1,1,1,2,1,1, ,1,1,1,2,50,4,2,2,6,3,3,2, , ,3,3,4.84375,1.58084502061698
200840,2,1,42079,42,1,3,S,1,1,1, , ,1,1,1,1,2,1,3,1,1,1,4,3,1994,2,2,1,1,1,1,1,1,1, ,3,3,2,1,67,4,2,1,7,4,1,1, , ,2,2,2.90625,.948507012370191
200841,2,1,12086,12,3,4,U,1,1,1, , ,1,1,1,1,1,3,3,3,2,2,3,1,1998,1,2,2,1,1,2,1,1,1, ,2,1,1,1,52,6,2,1,5,2,1,3,9, ,2,2,1.53125,.499751006517627
200846,2,1,12101,12,3,3,S,1,1,1, , ,2,1,1,2,1,1, ,1,1,1,6,1,2013,2,2,2,1,1,1,1,1,1, ,4,1,2,1,52,2,2,1,3,1,3,3,1, ,3,3,4.25,1.38706401808974
200861,2,1,37063,37,3,4,S,1,1,1, , ,1,2,1,1,2,3,1,1,1,1,4,1,1987,2,1,1,2,3,1,1,1,2, ,2,3,2,1,69,8,2,1,6,3,1,2, , ,2,2,1.1875,.387562005054487
200863,2,1,34001,34,1,3,S,1,1,2, , ,1,2,1,1,1,2,3,2,1,1,2,1,1990,1,1,2,1,1,1,1,1,2, ,3,2,2,1,65,6,2,1,7,4,1,3,2, ,2,2,1.78125,.58134300758173
200867,2,1,12055,12,3,1,R,1,1,1, , ,1,2,1,1,4,2,2,1,1,1,2,2,1995,1,2,2,1,1,1,1,1,2, ,2,3,2,2,79,6,2,1,6,3,3,4,9, ,2,2,1.09375,.356965004655448
200872,2,1,54029,54,3,3,S,2,1,1, , ,2,1,2, , ,3, ,1,3,4,3, ,2011,1,2,2,1,1,1,1,1,1, ,1,1,1,2,30,3,2,1,3,1,1,1, , ,3,3,5.28125,1.72363102247916
200874,2,1,42129,42,1,3,S,2,2,2, , ,1,2, , , ,1,2,4, , , , , , , , , , , , , ,2, ,2,2,2,1,66,3,2,1,3,1,1,1, , ,2,2,2.59375,.846517011040063
200881,2,1,36061,36,1,5,U,1,1,1, , ,2,1,1,1,1,3, ,1,1,1,1,1,1998,1,2,2,1,1,1,1,1,1, ,2,1,2,1,36,6,2,2,4,2,1,2, , ,3,3,5.28125,1.72363102247916
200887,2,1,12095,12,3,4,S,1,1,1, , ,2,1,1,1,1,2, ,4,1,4,6,1,2000,1,1,1,1,3,1,3,3,1, ,3,1,2,1,32,3,2,1,3,1,1,3,1, ,3,3,4.5625,1.48905401941987
200888,2,1,12011,12,3,4,U,1,1,1, , ,2,1,1,1,2,1, ,1,1,1,2,1,1993,1,2,1,1,1,1,1,1,1, ,2,3,2,2,34,4,2,2,3,1,1,2, , ,3,3,6.5625,2.14179002793269
200901,2,1,13285,13,3,2,S,1,1,2, , ,2,2,2, , ,1, ,1,1,4,6,4,8888,2,2,2,2,8,1,1,1,2, ,2,2,2,1,63,8,2,1,8,4,1,1, , ,3,3,1.875,.611940007980768
200916,2,1,39151,39,2,3,S,2,2,2, , ,1,2, , , ,4,1,3, , , , , , , , , , , , , ,2, ,2,3,2,2,68,3,2,1,4,2,1,2, , ,2,2,2.21875,.724129009443909
200919,2,1,37067,37,3,3,U,1,1,1, , ,1,1,1,1,4,1,2,1,2,1,6,2,1984,1,2,2,1,1,3,1,1,1, ,3,3,2,2,62,4,2,1,99,4,1,3,1, ,2,2,2.5625,.83631801090705
200925,2,1,12103,12,3,5,U,1,1,2, , ,1,2,1,1,4,1,8,1,1,1,4,2,8888,2,2,2,1,1,1,1,1,2, ,2,3,2,2,79,6,2,1,3,1,1,2, , ,2,2,1.59375,.520149006783653
200936,2,1,54011,54,3,2,U,2,2,2, , ,2,2, , , ,2, ,4, , , , , , , , , , , , , ,2, ,1,3,2,1,78,3,2,1,4,2,1,2, , ,3,3,2.96875,.968905012636217
200939,2,1,18097,18,2,5,U,1,1,1, , ,2,1,1,1,1,4, ,1,2,2,3,1,2005,1,1,2,1,1,2,1,1,1, ,4,2,1,1,21,6,2,2,6,3,1,2, , ,3,3,3.65625,1.1932830155625
200941,2,1,24015,24,3,2,S,1,1,2, , ,1,1,1,1,1,3,2,2,5,1,4,1,2000,2,2,2,2,1,1,1,1,1, ,1,1,2,1,57,8,2,1,7,4,1,2, , ,2,2,1,.32636800425641
200945,2,1,12011,12,3,4,S,1,1,1, , ,1,1,1,2,1,3,6,2,2,1,6,1,2009,2,2,1,1,2,1,3,2,1, ,4,1,1,1,64,3,2,2,7,4,1,2, , ,2,2,3.78125,1.23407901609455
200946,2,1,51153,51,3,4,S,1,1,1, , ,1,1,1,1,1,1,4,2,3,1,3, ,1995,1,1,1,1,1,2,1,1,1, ,2,1,1,1,33,6,1,1,6,3,3,1, , ,2,2,1.90625,.622139008113781
200949,2,1,12115,12,3,3,S,1,1,1, , ,2,1,1,1,1,4, ,1,1,1,2,1,2004,1,1,1,1,1,2,2,1,1, ,3,1,2,2,25,6,2,1,3,1,1,1, , ,3,3,4.53125,1.47885501928686
200950,2,1,34013,34,1,5,S,1,1,1, , ,1,1,1,1,2,3,3,4,3,2,4, ,2007,1,1,2,1,1,1,3,1,1, ,6,1,2,1,20,4,2,1,7,4,3,1, , ,2,2,6.09375,1.9888050259375
200952,2,2,12105,12,3,2,S,2,2,2, , ,2,8, , , ,3, ,2, , , , , , , , , , , , , ,2, ,2,3,1,1,37,1,1,4,3,1,3,3,9, ,3,3,4.34375,1.41766101848878
200954,2,1,51059,51,3,5,S,1,1,1, , ,1,1,1,1,1,2,4,1,1,1,4,1,1997,2,2,2,2,1,2,8,1,1, ,2,1,1,1,35,6,2,3,8,4,1,9,9, ,2,2,3.8125,1.24427801622756
200992,2,1,48281,48,3,1,S,1,1,1, , ,1,8,1,1,2,2,2,4,2,3,3,1,1997,1,2,2,1,1,2,1,1,2, ,1,3,2,2,51,6,2,1,6,3,1,2, , ,2,2,1.03125,.336567004389423
200998,2,1,48135,48,3,2,U,1,1,1, , ,2,1,2, , ,5, ,1,5,4,6,1,2005,2,2,2,1,2,2,2,1,1, ,2,1,2,1,62,3,2,1,8,4,1,1, , ,3,3,3.4375,1.12189001463141
201000,2,1,19019,19,2,1,R,1,1,1, , ,1,1,1,1,1,3,1,3,3,3,4, ,2000,1,2,2,1,8,1,1,1,1, ,3,1,2,1,53,3,2,1,8,4,1,3,1, ,2,2,2.96875,.968905012636217
201004,2,1,45077,45,3,2,S,1,1,1, , ,1,1,1,1,1,1,4,1,1,1,4,3,1996,1,2,1,1,1,1,1,1,1, ,2,1,1,1,35,6,2,1,7,4,1,4,9, ,2,2,1.71875,.560945007315704
201005,2,1,54061,54,3,2,S,1,1,1, , ,1,1,1,1,1,4,4,2,1,4,4,1,1992,1,2,2,1,3,1,1,1,1, ,3,1,2,2,42,6,2,1,7,4,1,3,2, ,2,2,3.375,1.10149201436538
201012,2,1,48439,48,3,5,S,1,2,2, , ,1,1, , , ,3,1,3, , , , , , , , , , , , , ,1, ,2,3,2,2,70,3,2,1,6,3,1,1, , ,2,2,2.46875,.805721010508012
201013,2,1,37025,37,3,3,U,1,1,1, , ,1,1,1,1,1,2,4,1,1,1,3,1,2004,1,1,1,1,2,1,1,1,1, ,2,1,2,2,45,5,2,1,5,2,1,1, , ,2,2,3.125,1.01990001330128
201016,2,1,20173,20,2,3,S,1,1,1, , ,2,1,1,1,1,2, ,1,1,1,2,3,1998,1,2,2,1,1,1,1,1,1, ,2,1,1,2,34,6,2,1,8,4,1,3,2, ,3,3,4.84375,1.58084502061698
201023,2,1,34003,34,1,5,S,1,1,1, , ,1,2,1,1,2,1,2,1,1,1,1,1,1995,1,1,1,1,1,1,1,1,2, ,3,2,2,2,99,7,2,1,99,9,1,2, , ,2,2,3.65625,1.1932830155625
201030,2,1,13279,13,3,1,R,1,1,1, , ,2,2,1,1,1,4, ,4,2,4,4,1,2002,1,1,1,1,1,1,1,1,2, ,4,3,2,1,25,4,2,1,5,2,1,3,9, ,3,3,6.03125,1.96840702567147
201031,2,1,12109,12,3,2,S,1,1,1, , ,9,1,1,2,1,4, ,4,4,4,4, ,1995,1,2,2,1,2,2,3,2,1, ,3,1,2,1,31,4,1,1,8,4,1,3,9, ,2,2,6.5625,2.14179002793269
201041,2,1,36029,36,1,3,S,1,1,1, , ,2,1,1,1,1,1, ,3,1,1,4,2,1998,1,2,1,1,1,1,1,1,1, ,3,1,2,1,29,3,2,1,4,2,1,3,2, ,3,3,5.4375,1.77462602314423
201044,2,1,36103,36,1,4,S,2,2,1, , ,1,2,2, , ,1,1,1,4,4,4, ,2013,2,1,2,1,2,2,2,1,2, ,4,3,2,2,61,5,2,1,7,4,1,3,2, ,2,2,3.09375,1.00970101316827
201046,2,1,5143,5,3,2,S,1,1,1, , ,2,1,1,1,2,4, ,1,4,4,4, ,2005,1,2,1,1,2,1,2,1,1, ,4,3,2,2,19,3,1,1,1,1,1,1, , ,3,3,3,.979104012769229
201047,2,1,48439,48,3,5,S,1,1,1, , ,2,1,1,1,1,3, ,2,3,3,4, ,1996,1,2,2,1,1,1,1,1,1, ,2,1,1,1,42,3,2,1,8,4,1,1, , ,3,3,6.53125,2.13159102779968
201067,2,1,18097,18,2,5,U,1,1,1, , ,1,8,1,2,1,1,1,3,3,4,3, ,2012,2,2,2,2,8,8,1,8,2, ,2,2,2,1,70,3,2,2,4,2,1,2, , ,2,2,3.25,1.06069601383333
201075,2,1,12099,12,3,3,U,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,1,1,1997,1,1,2,1,1,1,1,1,1, ,2,1,2,2,40,6,2,1,9,4,1,3,1, ,3,3,4.84375,1.58084502061698
201078,2,1,6073,6,4,3,S,1,1,1, , ,2,1,1,1,1,4, ,3,4,4,4, ,2006,2,2,2,1,2,1,1,1,1, ,1,1,2,1,25,4,2,1,2,1,1,1, , ,3,3,6.5625,2.14179002793269
201084,2,1,48331,48,3,1,R,1,1,1, , ,1,1,1,1,2,3,2,3,2,2,4,1,2000,2,2,2,2,2,8,1,1,1, ,2,3,2,1,99,9,9,9,99,9,1,9,1, ,2,2,2.1875,.713930009310896
201095,2,2,17031,17,2,5,U,2,2,2, , ,2,1, , , ,1, ,1, , , , , , , , , , , , , ,1, ,2,3,2,1,59,1,1,1,1,1,3,4,9, ,3,3,4.5,1.46865601915384
201097,2,1,46099,46,2,2,U,1,1,2, , ,2,2,1,2,1,2, ,2,2,3,1,1,8888,2,2,2,1,2,1,2,2,2, ,2,1,2,2,56,4,2,1,99,1,9,3,2, ,3,3,3,.979104012769229
201103,2,1,12005,12,3,2,S,2,2,2, , ,2,1, , , ,3, ,2, , , , , , , , , , , , , ,1, ,2,2,1,2,28,5,1,1,6,3,1,3,9, ,3,3,6.09375,1.9888050259375
201124,2,1,27045,27,2,1,S,1,1,1, , ,2,1,1,1,1,1, ,1,1,1,4,1,8888,2,2,2,2,1,1,1,1,1, ,2,1,2,1,57,3,2,1,9,4,1,3,1, ,3,3,3.40625,1.1116910144984
201130,2,2,37089,37,3,2,S,2,2,1, , ,2,1,1,1,2,3, ,3,4,4,4, ,2011,2,2,2,2,1,1,3,1,1, ,4,1,1,1,29,1,1,1,2,1,3,3,2, ,3,3,3.59375,1.17288501529647
201137,2,1,42073,42,1,2,R,1,1,2, , ,1,2,1,1,4,2,2,2,2,3,4,2,1994,2,2,2,2,1,1,1,1,2, ,1,3,2,2,87,3,2,1,3,1,1,2, , ,2,2,1.375,.448756005852563
201141,2,1,34003,34,1,5,S,1,1,1, , ,1,1,1,1,2,3,3,3,3,3,4, ,2004,1,2,2,2,1,1,1,1,1, ,4,1,2,1,18,3,1,6,99,4,1,3,9,HISPANIC,2,2,3.375,1.10149201436538
201168,2,1,47149,47,3,3,S,1,1,1, , ,2,1,1,1,1,3, ,1,2,3,3,1,2003,1,1,1,1,2,1,1,1,1, ,2,2,2,2,19,3,2,1,6,3,3,2, , ,3,3,3.78125,1.23407901609455
201176,2,1,35001,35,4,3,U,1,1,1, , ,2,1,1,1,1,4, ,2,1,2,4,1,1996,2,2,2,1,1,1,1,1,1, ,1,1,2,1,51,8,1,1,4,2,1,3,2, ,3,3,2.34375,.76492500997596
201177,2,1,37179,37,3,2,S,1,1,1, , ,1,1,1,2,1,1,3,1,2,1,4,1,7777,2,2,9,2,1,9,1,1,1, ,2,1,1,1,46,6,2,1,9,4,1,1, , ,2,2,1.34375,.438557005719551
201192,2,1,27153,27,2,1,R,1,1,2, , ,1,2,2, , ,4,4,2,4,4,4, ,2013,2,2,2,2,2,3,2,8,2, ,1,1,2,2,99,3,2,1,4,2,1,2, , ,2,2,1.65625,.540547007049679
201203,2,1,29510,29,2,5,U,1,1,1, , ,2,1,1,1,2,2, ,2,2,2,3,1,8888,1,2,2,1,4,1,3,1,1, ,1,3,1,2,35,8,2,2,99,9,1,2, , ,3,3,6.5625,2.14179002793269
201210,2,1,27061,27,2,1,R,1,1,1, , ,1,2,2, , ,2,1,3,3,3,3, ,1999,2,2,2,2,8,1,3,1,2, ,2,1,2,2,58,5,2,1,6,3,1,3,9, ,2,2,1.78125,.58134300758173
201212,2,1,24017,24,3,2,S,1,1,1, , ,1,8,1,1,2,1,2,3,3,4,2, ,1999,1,2,2,1,2,2,3,1,2, ,2,3,1,2,43,3,2,1,8,4,1,2, , ,2,2,4.0625,1.32587001729166
201226,2,1,5001,5,3,1,R,1,1,1, , ,1,2,1,1,1,1,4,2,1,2,4,2,1996,1,2,1,1,1,1,1,1,2, ,2,1,1,1,43,6,2,1,6,3,1,3,1, ,2,2,1.59375,.520149006783653
201227,2,1,25005,25,1,4,U,2,1,1, , ,2,1,1,1,2,1, ,1,2,4,2,4,2010,2,2,2,2,2,1,3,1,1, ,1,1,2,1,37,4,2,1,3,1,3,3,2, ,3,3,6.5625,2.14179002793269
201228,2,1,40013,40,3,1,R,2,1,2, , ,2,2,2, , ,1, ,3,4,6,4, ,2001,2,2,2,1,1,1,1,1,2, ,1,3,2,1,47,2,2,5,1,1,2,3,2, ,3,3,5.6875,1.85621802420833
201242,2,1,48061,48,3,3,U,1,1,2, , ,1,2,1,1,1,1,2,1,1,1,4,1,1998,2,2,2,2,1,1,1,1,2, ,2,3,2,1,71,7,2,1,4,2,1,2, , ,2,2,1.1875,.387562005054487
201256,2,1,42041,42,1,3,S,1,1,1, , ,1,1,1,1,2,1,3,1,1,1,1,2,1997,1,1,1,1,1,1,1,1,1, ,2,3,2,2,61,4,2,1,99,4,3,2, , ,2,2,2.4375,.795522010374999
